iso3,country,income_group,avg_emissions,avg_policies_last_5_years,emission_pct_change,emission_change
NZL,New Zealand,High income,59.95692578026087,13.608695652173912,0.0853561703430323,4.644152784999996
OMN,Oman,High income,94.58272086608694,3.4782608695652173,1.6382412314350607,85.222809693
PAK,Pakistan,Lower middle income,450.5629703527391,3.4347826086956523,0.7679829798751827,249.50534962400002
PAN,Panama,High income,-2.8879533321608704,4.478260869565218,-6.980384073275853,-3.539035989800002
PER,Peru,Upper middle income,174.81429949256523,10.08695652173913,0.07277793883742711,12.281160832000012
PHL,Philippines,Lower middle income,88.3721417280261,8.521739130434783,2.621574555887203,115.93185173810002
PLW,Palau,Upper middle income,1.6635543238175652,0.043478260869565216,-0.38203100520876826,-0.8154486815299999
PNG,Papua New Guinea,Lower middle income,-0.473147238391304,0.6086956521739131,-0.7390894142181949,10.596586471
POL,Poland,High income,368.4546202606087,12.347826086956522,0.006900115007887421,2.5855684329999917
PRK,Democratic People's Republic Of Korea,Low income,69.73097764495652,0.2608695652173913,-0.2635442650017122,-22.902470821999998
PRT,Portugal,High income,64.06298156856522,19.695652173913043,-0.3086822052594618,-23.397697005000005
PRY,Paraguay,Upper middle income,63.28176613790612,3.652173913043478,-0.04632346473785807,-2.8665210644362986
PYF,French Polynesia,High income,1.1289555042336448,0.21739130434782608,0.1920449835260594,0.18077843230830004
QAT,Qatar,High income,140.69995276864955,3.347826086956522,1.784242473997419,124.74005845867
ROU,Romania,High income,96.4244268433913,3.0434782608695654,-0.1739746352073219,-17.712678081999996
RUS,Russian Federation,Upper middle income,1679.5637962617652,9.73913043478261,0.2089541865939711,341.2177855683999
RWA,Rwanda,Low income,0.5348081937391302,1.7391304347826086,-2.5630335093199883,3.184072727
SAU,Saudi Arabia,High income,606.654646544,4.3478260869565215,1.2944959199131723,452.205665751
SDN,Sudan,Low income,136.10754719513042,0.391304347826087,0.4631613619121796,49.72929863100002
SEN,Senegal,Lower middle income,9.04121496026087,2.1739130434782608,13.05195085992867,17.289837364
SGP,Singapore,High income,60.40685780648727,12.08695652173913,0.21839796245152812,12.588789831753004
SLB,Solomon Islands,Lower middle income,9.851723301137786,1.0,6.927848772948429,14.6950090386169
SLE,Sierra Leone,Low income,5.869666824711401,0.8260869565217391,1.0982518527366432,3.728319964543293
