year,pop_total,electricity_from_renewables_pct,renewable_energy_consumption_pct,forest_area_pct,gdp_2015_usd,imports_2015_usd,industry_value_added_2015_usd,manufacturing_value_added_2015_usd,exports_2015_usd,iso_alpha_3
2018,466691130.0,1.04425016508052,1.66391905189931,2.04474031448628,3485735767676.25,1267290012353.37,1294830738022.5,395192742792.305,1403094964692.44,
2017,459925735.0,0.80948230481709,1.58715383690058,2.04335278074374,3408416364620.88,1250102691347.67,1284206820971.03,389588778854.894,1328864543086.21,
2016,452184895.0,0.749399401178328,1.59450912093299,2.04137481970621,3342335108032.82,1166660372512.72,1278957661667.69,376572288951.361,1273957161384.62,
2015,443111159.0,0.536049266585065,1.52743020528242,2.04148726756822,3202944332228.42,1211931863288.58,1215919346317.72,362625287907.499,1217304504083.2,
2014,433660485.0,0.418259735679558,1.55983968192329,2.04001322601055,3122940399618.29,1269029398353.85,1191443051698.34,354904859397.992,1189567617682.4,
2013,424768481.0,0.303861630720572,1.6496896044444,2.03851611508681,3033770488315.55,1226984866795.61,1176053438156.34,338227413568.396,1184603059335.78,
2012,415046283.0,0.337531011175493,1.62312790599374,2.03700578688751,2969670740905.27,1206328756832.1,1182400731227.04,335013594462.015,1165863600730.51,
2011,405960097.0,0.403823255578154,1.8408441007538,2.03553087512464,2857303921871.23,1147148548766.34,1155686510698.86,333839195452.737,1101675559004.78,
2010,397305528.0,0.223215335522489,1.8966743328423,2.03405632503246,2754085069114.13,1106491971146.15,1121274954714.27,319202385783.674,1057016107489.11,
2009,390285866.0,0.373738943711865,1.93238811080151,2.01644188833401,2621006678688.01,1097954372847.19,1057971289076.1,294102348197.64,961256121791.856,
2008,381817362.0,0.235025158763456,1.98930397127744,1.99838199348664,2600053034191.13,1199174112486.08,1081590260492.05,290408760534.05,1040007684335.17,
2007,373340745.0,-0.235029854259921,2.28633795497893,1.98077470904985,2485949057640.57,1049975277242.28,1032315889115.27,272957848206.85,987722693418.956,
2006,364791715.0,0.00988956669013826,2.45246495492664,1.96316914199283,2361854496671.25,880824140697.91,1002956656484.16,259118764297.159,944863729199.519,
2005,356352432.0,0.00815163227570712,2.60433312942755,1.94557044450997,2228257127123.4,785544698893.307,951209091852.089,243349847944.072,895672180874.769,
2004,348239858.0,0.182806579856785,2.49150226128509,1.92796297187081,2120869768650.97,712764826832.479,910284694506.224,228406200743.755,828724388909.99,
2003,340495691.0,0.0955498238647132,2.26641749058557,1.91035206443573,1964133081286.86,619430094026.615,847560017273.314,218742339111.093,746730026129.129,
2002,333592427.0,0.136889979279203,2.1793468463263,1.89271252644472,1877549763312.16,557556868162.337,808908798854.617,211349846740.829,663007688848.18,
2001,326923042.0,0.1223683219402,2.21525203994202,1.8751036187507,1841270724439.89,516304191019.867,813402058887.697,204361376144.887,671595186684.951,
2000,319840863.0,0.0905995467786515,2.19636176286762,1.85749471105668,1807925700586.44,,810943173469.387,197485642501.301,,
2022,432229148.0,,,2.50500781703842,1715655860647.3,441053701405.961,558790842128.149,208640692826.154,377407263906.724,
2021,424980589.0,3.1502806856524,,2.50110752383829,1647989185202.72,393509379297.886,531930990001.376,190819733202.344,326885488314.487,
2020,418461302.0,2.61752247758587,2.92749471936677,2.49696722916676,1579546429240.61,361293284329.722,511486708496.665,187557431028.499,317015648420.491,
2019,411833977.0,1.78753388938887,2.75972290196694,2.49337364906345,1632107094867.26,460571058623.69,536206688414.282,185413445318.383,398526202049.513,
2018,404775501.0,1.54087519851076,2.54898510802524,2.48896185436909,1617467226486.63,474135991160.204,541862698360.464,182542458928.607,417504850411.695,
2017,397804712.0,1.17890621814529,2.49808095412844,2.48715521754976,1588629234117.7,476326517737.85,541674849755.609,180226037838.251,383847538375.261,
2016,390998434.0,1.14615692375651,2.58437149786106,2.48425979642149,1540538175294.95,421889739552.388,523611432927.719,173436590284.223,330584564647.843,
2015,384230039.0,0.798288205861874,2.51684921444919,2.48149509859232,1461561543238.17,429538728416.937,483067272833.435,167584514677.277,315224350705.053,
2014,377506892.0,0.598540647555323,2.50453736154296,2.47983540961509,1454386188181.17,471126998693.011,490171660233.051,172266818364.898,299719748816.897,
2013,370454605.0,0.461227314488897,2.63469827919417,2.47817543346393,1425055453807.67,472340051521.25,486859463573.875,162576035816.059,305491377417.942,
2012,363339829.0,0.556043610068706,2.59323546877598,2.47646043178788,1418602089750.61,489018608816.735,504480114833.396,164876606842.88,317419231896.08,
2011,356552266.0,0.677552277879317,2.65198516869995,2.47480049251963,1369946047959.44,488211956979.322,504148038835.856,167582478934.317,320065763524.239,
2010,349872902.0,0.375037180416802,2.70120453288654,2.47314055325137,1382924514541.02,519020020257.031,529297557136.843,164709715863.681,360448186300.584,
2009,343195616.0,0.668632304039964,2.69884145312131,2.4503818295648,1312579952638.45,490977354825.631,501825542743.591,152500255493.603,313869110094.958,
2008,336700258.0,0.421834030315517,2.74213946241426,2.4269210301025,1279935853454.54,508545915625.852,503428474567.636,145079839658.903,339703486850.172,
2007,330435022.0,-0.428695360302476,3.2136813336258,2.40417177630209,1234105006921.85,447531483495.317,484043978786.218,136404658728.468,324114875555.175,
2006,324051680.0,0.01521610277443,3.41663409286812,2.38142527756921,1164062911495.74,401288183237.813,460297155386.503,129639930298.865,310845595562.562,
2005,317382998.0,0.0118704937463197,3.61075571055272,2.35869237007634,1105720237096.92,382244585949.664,438653586516.681,122311970320.553,289704642012.121,
2004,310771929.0,0.323357213824425,3.4533829452315,2.33594293204438,1058398518018.55,364733992279.943,422592616206.513,116390127406.641,270768107403.06,
2003,304445309.0,0.169296843763024,3.1513138601457,2.3131881417209,982479013367.692,328930271130.463,394666719829.167,114621946804.018,253452518208.658,
2002,298939850.0,0.242862480862046,3.00714307712353,2.29038841084043,960507885050.192,295475354901.139,391726278269.832,111700437984.022,238839205487.352,
2001,293668448.0,0.217654000494137,3.03955101592263,2.26763952549416,931218762788.859,265719003079.735,384052751212.915,,230101108585.822,
2000,287971068.0,0.163310202570325,3.00784302617518,2.2448906401479,906085491097.058,238112375506.747,377173149994.656,,225086956253.895,
2022,427185536.0,,,2.50500781703841,1700020860647.3,431052404080.917,556206342128.149,207020093395.736,374493864454.939,
2021,420057840.0,3.12913117362457,,2.50167876893523,1632967485202.72,385181792113.032,529433990001.376,189281905188.171,324125598940.408,
2020,413658033.0,2.59999624259254,2.86370722475953,2.49753413646334,1565509029240.61,354061073840.44,509097908496.665,186056924753.764,314676028359.114,
2019,407148671.0,1.77523158191368,2.70480925170458,2.49393804925654,1616278094867.26,452184825410.915,533242888414.282,183625822343.119,395905463028.04,
2018,400206414.0,1.53448974931264,2.50234333762529,2.48952317753238,1601851026486.63,465889566314.565,538885298360.464,180770830967.291,414944730571.988,
2017,393349907.0,1.17416455381604,2.45872573459995,2.48771528028955,1573202334117.7,468457808184.855,538761849755.609,178460033539.413,381342189680.457,
2016,386631346.0,1.14149569407102,2.53455102195307,2.48481743457985,1525327175294.95,414077126688.087,521001732927.719,171931809807.866,328383122884.387,
2015,379959947.0,0.797608224027655,2.47471257847952,2.48205080932185,1447589143238.17,421893228416.937,480772272833.435,166279931048.601,312980050705.053,
2014,373333494.0,0.598409263294562,2.46398407896345,2.48039436400501,1440915088181.17,464280391478.482,487755260233.051,170824765848.72,297391387863.046,
2013,366377897.0,0.461294502384288,2.59929658458601,2.47873763124969,1411563053807.67,465778541630.027,483909863573.875,160985683969.369,303376799964.481,
2012,359359831.0,0.556276134356053,2.55612456582388,2.47702582203663,1405716003182.82,482053061082.509,501801599788.93,163365791797.936,315404432360.545,
2011,352669280.0,0.678146384889898,2.60963703335479,2.4753691261178,1357800879501.84,482193799632.925,501620796856.209,166250558211.6,318063403383.115,
2010,346086741.0,0.375312226898309,2.66027583579073,2.47371243019898,1371845119498.07,513437366312.53,527047125243.272,163367505959.683,358862735404.017,
2009,339506517.0,0.669207948887723,2.65148197709872,2.45094791477279,1302105766867.16,484900728709.271,499946612412.158,151387776904.949,312275821444.039,
2008,333108281.0,0.422154999741376,2.69122420295422,2.42748067211714,1270291544697.15,503081777742.911,501880025704.611,144058084915.415,338233586817.302,
2007,326940526.0,-0.429033710927003,3.16049575357536,2.40472563552209,1225128246718.8,442394369244.689,482753260479.537,135707126837.363,322906294695.676,
2006,320645346.0,0.0152268657252776,3.3712947003374,2.3819733565492,1155413450207.79,396085191141.098,458987990945.079,128915051314.854,309885551429.948,
2005,314062602.0,0.0118831995038866,3.54731366196481,2.3592346814144,1096982720298.33,376681699327.833,436902600722.869,121227393597.846,288692587170.026,
2004,307535303.0,0.323648756468416,3.3815305244119,2.33647946041254,1050548356656.07,359836941737.159,421169999944.542,115539644227.633,269942509340.137,
2003,301290340.0,0.169438745783127,3.07664492534184,2.31371888216001,976042088064.286,324621508532.328,393378172511.876,113818580134.014,252680975308.527,
2002,295864477.0,0.242955904671842,2.93855437728851,2.2909133217256,954863632017.026,291743688894.285,390752676413.976,111112890156.976,238165673783.682,
2001,290670664.0,0.217675305319011,2.99297613505501,2.26815865393521,924766690796.123,261221314295.395,382773034997.426,,229215278109.361,
2000,285048915.0,0.163331373976821,2.95928794729363,2.24540398614481,898969273202.82,232855957750.508,375832498454.795,,223653005918.649,
2022,5851866150.5,,,29.2956738999989,33160484927473.3,,11022630869962.8,,,
2021,5807623372.0,11.2435539479454,,29.3430034961152,31941158687704.2,,10722977231393.5,,,
2020,5758609133.5,9.78167938558749,23.3864364958289,29.4013712914506,29735726897353.0,,9926542346185.51,,,
2019,5703863074.0,8.52721707996348,22.5473378238535,29.4502442895328,30079066968466.6,,9962411425329.29,,,
2018,5645348919.5,7.473545427083,22.0639483873464,29.5019072835016,28902761731819.7,,9676722991321.26,,,
2017,5584206934.5,6.42692626183977,21.9573461951041,29.5501917392768,27522565436066.8,,9270853438052.84,,,
2016,5521012953.5,5.52795647103286,21.8667614179575,29.6250613691991,26118091081809.8,,8836275064197.73,,,
2015,5457879432.5,4.5695429498069,21.5942824943824,29.6634646366727,24920281496336.6,5791712928447.0,8429043759984.33,5298553225641.24,5817854425672.41,
2014,5393611832.5,3.8422345210703,21.619804975326,29.7254363789069,23776411225299.2,,8070931282686.48,,,
2013,5327096579.0,3.24648524418306,21.6086245646223,29.7849958684754,22604215593690.5,,7681615594252.37,,,
2012,5260198112.0,3.07070128185322,21.6734819207551,29.8435256041765,21397671468655.9,,7293184377759.57,,,
2011,5193178001.5,2.35793227842082,21.810242291618,29.9034533726338,20255195199355.5,,6897015243109.79,,,
2010,5128297873.0,2.11177301284923,22.7242838598832,29.9636148812701,19020722808276.7,,6445213240751.34,,,
2009,5064311535.0,1.92429459256481,23.7089690624252,30.0412360872094,17582401049273.2,,5894432440829.15,,,
2008,5000822481.0,1.69577130161743,24.0322448466226,30.1174799110353,16910672742493.0,,5684813463807.5,,,
2007,4938090609.5,1.21378052160058,24.4792314250413,30.1949719543531,15965681690712.0,,5371343909379.78,,,
2006,4876437694.0,1.0528200879022,25.5859079751042,30.2723249686682,14662830274537.1,,4915256185861.14,,,
2005,4814035417.5,0.971448216905236,26.3918759165836,30.347307262309,13545385203256.6,,4500538156926.03,,,
2004,4751078008.5,0.977446653221152,27.9217828317568,30.4270180425236,12620092673147.8,,4176093206697.63,,,
2003,4687718840.0,0.782409692699846,29.8884842156035,30.5043713551158,11719504067440.5,,3845621016022.48,,,
2002,4624967024.0,1.04794157275233,31.1943676346304,30.5860419640317,11067971906609.6,,3586030855197.04,,,
2001,4561290900.5,1.09855450453172,31.8329034103356,30.6636314657927,10568136905800.7,,3406439439359.78,,,
2000,4495519780.5,1.22650677667572,32.4491083978226,30.7419706539009,10199160615624.2,,3302032282533.33,,,
2022,372275216.0,,,36.6103791756258,23211640827497.6,4154434682390.19,,,2968109551173.54,
2021,370353489.0,13.2013427993382,,36.6124410534822,22620877183850.0,3830677517017.54,,,2780933705717.37,
2020,369619953.0,12.02932318519,12.5990512313246,36.2569303570064,21341079073392.8,3370530371212.93,,,2629172990487.45,
2019,366012555.0,10.4147533056443,11.7837519357351,36.2589719773529,21863084972713.5,3706054668333.99,,,3000530208810.05,
2018,363974650.0,9.70432370079644,11.4630741257757,36.2610141497871,21323521911163.3,3670303511664.53,,,2975503359033.71,
2017,361730781.0,9.34686325166606,11.3519352843397,36.2630557701336,20712926958238.1,3530753423337.49,,,2889267126988.82,
2016,359246007.0,8.30682157696983,10.8133808113123,36.2816605738267,20207172753017.1,3371695481178.79,,,2788263900724.6,
2015,356506956.0,7.18243319569999,10.4555225512374,36.2838507057668,19858182357217.1,3330609232556.22,3764350370381.96,2278545749357.55,2769694780357.73,
2014,353883924.0,6.66397514720341,10.6427636680361,36.2709484160162,19324609678599.6,3188684292595.34,,,2746026096389.55,
2013,351204513.0,6.05835896179643,10.5100828260265,36.2580461262655,18844187090398.1,3045202612337.93,,,2632390566923.28,
2012,348654703.0,5.21018292620994,10.1687090099287,36.2451438365149,18450545281042.3,3004359431752.82,,,2557844855526.49,
2011,345986435.0,4.56107040355172,9.78968925506113,36.2322415467643,18045711648016.1,2926694581831.2,,,2464206069584.31,
2010,343396770.0,3.94494371737155,8.8898542586301,36.2193392570136,17746468684622.6,2788790606807.05,,,2308257962051.98,
2009,340465163.0,3.49733245857238,8.94012160432714,36.1933677261892,17275880746723.3,2465696382536.79,,,2069409958319.99,
2008,337404564.0,2.90542531595508,8.40894478976458,36.1673961953649,17737883003412.7,2820907215411.71,,,2279314587239.53,
2007,334183103.0,2.47236213612146,7.90561847452141,36.1125156143429,17705725090421.3,2868410072774.27,,,2199710237393.24,
2006,331013939.0,2.32076761781351,7.95692766210317,36.0865648578044,17357178531022.8,2783061031819.13,,,2054751641434.02,
2005,327822042.0,2.10728329456827,7.50069408062686,36.0606141012659,16888634667144.0,2619448136015.06,,,1912416738675.5,
2004,324806660.0,2.03066520578055,7.28124151274277,36.0346633447274,16323627679673.2,2456710346431.63,,,1807497587415.26,
2003,321812780.0,1.970852682647,7.10210296189015,36.0087125881889,15727951120452.9,2221487109873.08,,,1664139191452.76,
2002,319046534.0,1.95568896045337,6.71398536034462,35.9827618316504,15311920325585.2,2116053114581.97,,,1645673523988.28,
2001,316051677.0,1.83092512889753,6.45956367284997,35.9568110751119,15040994797665.1,2046912458559.55,,,1664907265673.41,
2000,312909691.0,1.84851770859359,7.21136221943706,35.9308603185734,14887619188715.7,2107269723229.45,,,1750089567634.79,
2022,,,,,,,,,,
2021,,,,,,,,,,
2020,,,,,,,,,,
2019,,,,,,,,,,
2018,,,,,,,,,,
2017,,,,,,,,,,
2016,,,,,,,,,,
2015,,,,,,,,,,
2014,,,,,,,,,,
2013,,,,,,,,,,
2012,,,,,,,,,,
2011,,,,,,,,,,
2010,,,,,,,,,,
2009,,,,,,,,,,
2008,,,,,,,,,,
2007,,,,,,,,,,
2006,,,,,,,,,,
2005,,,,,,,,,,
2004,,,,,,,,,,
2003,,,,,,,,,,
2002,,,,,,,,,,
2001,,,,,,,,,,
2000,,,,,,,,,,
2022,1378506989.0,,,32.9471945598421,54401582671069.4,16105440985407.1,11599347448057.9,7633325090817.76,15646738097035.3,
2021,1371769252.0,16.7060155423872,,32.9271979636977,52800277379962.5,14874658785914.0,11492290374250.7,7466719045974.59,14622013263802.0,
