iso_alpha_3,year,policy_flow_raw_stock,policy_flow_jur_stock,policy_flow_jur_nlp_stock
ROU,2028,405,318.0,154.5
ROU,2029,437,344.0,164.8125
ROU,2030,469,370.0,175.125
RUS,1992,1,1.0,0.5
RUS,1993,5,2.75,1.75
RUS,1994,10,4.75,3.1875
RUS,1995,16,7.35,4.925
RUS,1996,22,10.35,7.3625
RUS,1997,28,13.35,9.8
RUS,1998,34,16.35,12.2375
RUS,1999,42,21.35,15.425
RUS,2000,52,28.35,19.3625
RUS,2001,62,35.35,23.3
RUS,2002,73,43.35,27.9875
RUS,2003,88,55.35,34.425
RUS,2004,103,67.35,40.8625
RUS,2005,118,79.35,47.3
RUS,2006,136,93.6,55.7375
RUS,2007,155,108.1,64.2375
RUS,2008,174,122.6,72.7375
RUS,2009,197,141.1,83.4875
RUS,2010,224,163.6,95.9875
RUS,2011,261,196.1,114.2375
RUS,2012,301,230.85,133.2375
RUS,2013,343,267.6,153.2375
RUS,2014,387,306.35,174.2375
RUS,2015,434,347.35,196.4875
RUS,2016,481,387.6,218.675
RUS,2017,530,429.85,241.6125
RUS,2018,579,472.1,264.55
RUS,2019,628,514.35,287.4875
RUS,2020,679,558.6,310.925
RUS,2021,734,604.6,335.1125
RUS,2022,790,651.6,359.55
RUS,2023,847,698.85,384.2375
RUS,2024,904,746.1,408.925
RUS,2025,962,794.35,434.1125
RUS,2026,1020,842.6,459.3
RUS,2027,1078,890.85,484.4875
RUS,2028,1136,939.1,509.675
RUS,2029,1194,987.35,534.8625
RUS,2030,1252,1035.6,560.05
RWA,1971,1,0.25,0.1875
RWA,1972,2,0.5,0.375
RWA,1973,3,0.75,0.5625
RWA,1974,4,1.0,0.75
RWA,1975,5,1.25,0.9375
RWA,1976,6,1.5,1.125
RWA,1977,7,1.75,1.3125
RWA,1978,8,2.0,1.5
RWA,1979,9,2.25,1.6875
RWA,1980,10,2.5,1.875
RWA,1981,11,2.75,2.0625
RWA,1982,12,3.0,2.25
RWA,1983,13,3.25,2.4375
RWA,1984,14,3.5,2.625
RWA,1985,15,3.75,2.8125
RWA,1986,16,4.0,3.0
RWA,1987,17,4.25,3.1875
RWA,1988,18,4.5,3.375
RWA,1989,19,4.75,3.5625
RWA,1990,20,5.0,3.75
RWA,1991,21,5.25,3.9375
RWA,1992,22,5.5,4.125
RWA,1993,23,5.75,4.3125
RWA,1994,24,6.0,4.5
RWA,1995,25,6.25,4.6875
RWA,1996,26,6.5,4.875
RWA,1997,27,6.75,5.0625
RWA,1998,28,7.0,5.25
RWA,1999,29,7.25,5.4375
RWA,2000,31,8.5,6.375
RWA,2001,33,9.75,7.3125
RWA,2002,35,11.0,8.25
RWA,2003,37,12.25,9.1875
RWA,2004,39,13.5,10.125
RWA,2005,41,14.75,11.0625
RWA,2006,43,16.0,12.0
RWA,2007,45,17.25,12.9375
RWA,2008,47,18.5,13.875
RWA,2009,49,19.75,14.8125
RWA,2010,51,21.0,15.75
RWA,2011,54,23.25,17.6875
RWA,2012,57,25.5,19.625
RWA,2013,61,28.75,21.8125
RWA,2014,65,32.0,24.0
RWA,2015,71,37.25,27.1875
RWA,2016,77,42.5,30.375
RWA,2017,83,47.75,33.5625
RWA,2018,89,53.0,36.75
RWA,2019,99,61.5,42.375
RWA,2020,109,70.0,48.0
RWA,2021,123,82.5,54.875
RWA,2022,136,94.0,61.5
RWA,2023,149,105.5,68.125
RWA,2024,162,117.0,74.75
RWA,2025,175,128.5,81.375
RWA,2026,188,140.0,88.0
RWA,2027,201,151.5,94.625
RWA,2028,214,163.0,101.25
RWA,2029,227,174.5,107.875
RWA,2030,240,186.0,114.5
SAU,1998,2,0.5,0.4375
SAU,1999,4,1.0,0.875
SAU,2000,6,1.5,1.3125
SAU,2001,10,4.0,2.75
SAU,2002,15,7.5,4.6875
SAU,2003,21,12.0,7.375
SAU,2004,27,16.5,10.0625
SAU,2005,33,21.0,12.75
SAU,2006,39,25.5,15.4375
SAU,2007,47,32.0,19.125
SAU,2008,55,38.5,22.8125
SAU,2009,63,45.0,26.5
SAU,2010,73,53.5,31.1875
SAU,2011,82,61.0,35.625
SAU,2012,91,68.5,40.0625
SAU,2013,102,77.25,45.25
SAU,2014,115,87.25,51.1875
SAU,2015,129,96.75,56.9375
SAU,2016,145,108.25,63.6875
SAU,2017,162,120.75,71.4375
SAU,2018,182,136.25,80.4375
SAU,2019,201,150.75,88.9375
SAU,2020,221,166.25,97.6875
SAU,2021,249,189.75,109.1875
SAU,2022,277,212.5,120.5
SAU,2023,306,236.25,132.3125
SAU,2024,335,260.0,144.125
SAU,2025,364,283.75,155.9375
SAU,2026,393,307.5,167.75
SAU,2027,422,331.25,179.5625
SAU,2028,451,355.0,191.375
SAU,2029,480,378.75,203.1875
SAU,2030,509,402.5,215.0
SDN,1971,1,0.25,0.1875
SDN,1972,2,0.5,0.375
SDN,1973,3,0.75,0.5625
SDN,1974,4,1.0,0.75
SDN,1975,5,1.25,0.9375
SDN,1976,6,1.5,1.125
SDN,1977,7,1.75,1.3125
SDN,1978,8,2.0,1.5
SDN,1979,9,2.25,1.6875
SDN,1980,10,2.5,1.875
SDN,1981,11,2.75,2.0625
SDN,1982,12,3.0,2.25
SDN,1983,13,3.25,2.4375
SDN,1984,14,3.5,2.625
SDN,1985,15,3.75,2.8125
SDN,1986,16,4.0,3.0
SDN,1987,17,4.25,3.1875
SDN,1988,18,4.5,3.375
SDN,1989,20,5.75,4.3125
SDN,1990,22,7.0,5.25
SDN,1991,24,8.25,6.1875
SDN,1992,26,9.5,7.125
SDN,1993,28,10.75,8.0625
SDN,1994,30,12.0,9.0
SDN,1995,32,13.25,9.9375
SDN,1996,34,14.5,10.875
SDN,1997,36,15.75,11.8125
SDN,1998,40,17.5,13.1875
SDN,1999,44,19.25,14.5625
SDN,2000,48,21.0,15.9375
SDN,2001,52,22.75,17.3125
SDN,2002,56,24.5,18.6875
SDN,2003,60,26.25,20.0625
SDN,2004,64,28.0,21.4375
SDN,2005,68,29.75,22.8125
SDN,2006,72,31.5,24.1875
SDN,2007,76,33.25,25.5625
SDN,2008,80,35.0,26.9375
SDN,2009,84,36.75,28.3125
SDN,2010,88,38.5,29.6875
SDN,2011,92,40.25,31.0625
SDN,2012,96,42.0,32.4375
SDN,2013,100,43.75,33.8125
SDN,2014,104,45.5,35.1875
SDN,2015,108,47.25,36.5625
SDN,2016,112,49.0,37.9375
SDN,2017,116,50.75,39.3125
SDN,2018,120,52.5,40.6875
SDN,2019,124,54.25,42.0625
SDN,2020,128,56.0,43.4375
SDN,2021,135,60.75,45.5625
SDN,2022,140,63.5,47.1875
SDN,2023,145,66.25,48.8125
SDN,2024,150,69.0,50.4375
SDN,2025,155,71.75,52.0625
SDN,2026,160,74.5,53.6875
SDN,2027,165,77.25,55.3125
SDN,2028,170,80.0,56.9375
SDN,2029,175,82.75,58.5625
SDN,2030,180,85.5,60.1875
SEN,1971,1,0.25,0.1875
SEN,1972,2,0.5,0.375
SEN,1973,3,0.75,0.5625
SEN,1974,4,1.0,0.75
SEN,1975,5,1.25,0.9375
SEN,1976,6,1.5,1.125
SEN,1977,7,1.75,1.3125
SEN,1978,8,2.0,1.5
SEN,1979,9,2.25,1.6875
SEN,1980,10,2.5,1.875
SEN,1981,11,2.75,2.0625
SEN,1982,12,3.0,2.25
SEN,1983,13,3.25,2.4375
SEN,1984,14,3.5,2.625
SEN,1985,15,3.75,2.8125
SEN,1986,16,4.0,3.0
SEN,1987,17,4.25,3.1875
SEN,1988,18,4.5,3.375
SEN,1989,19,4.75,3.5625
SEN,1990,20,5.0,3.75
SEN,1991,21,5.25,3.9375
SEN,1992,22,5.5,4.125
SEN,1993,24,6.75,5.0625
SEN,1994,26,8.0,6.0
SEN,1995,28,9.25,6.9375
SEN,1996,30,10.5,7.875
SEN,1997,32,11.75,8.8125
SEN,1998,34,13.0,9.75
SEN,1999,36,14.25,10.6875
SEN,2000,39,16.5,12.375
SEN,2001,43,19.75,14.3125
SEN,2002,47,23.0,16.25
SEN,2003,52,27.25,18.6875
SEN,2004,58,32.5,21.375
SEN,2005,64,37.75,24.0625
SEN,2006,70,43.0,26.75
SEN,2007,77,49.25,29.6875
SEN,2008,83,54.5,32.375
SEN,2009,90,60.75,36.0625
SEN,2010,98,68.0,40.5
SEN,2011,106,75.25,44.9375
SEN,2012,114,82.5,49.375
SEN,2013,122,89.75,53.8125
SEN,2014,130,97.0,58.25
SEN,2015,138,104.25,62.6875
SEN,2016,146,111.5,67.125
SEN,2017,154,118.75,71.5625
SEN,2018,162,126.0,76.0
SEN,2019,175,136.75,81.625
SEN,2020,190,149.5,88.5
SEN,2021,206,163.25,95.625
SEN,2022,222,177.0,102.75
SEN,2023,238,190.75,109.875
SEN,2024,254,204.5,117.0
SEN,2025,270,218.25,124.125
SEN,2026,286,232.0,131.25
SEN,2027,302,245.75,138.375
SEN,2028,318,259.5,145.5
SEN,2029,334,273.25,152.625
SEN,2030,350,287.0,159.75
SGP,1979,1,1.0,0.25
SGP,1980,2,2.0,0.5
SGP,1981,3,3.0,0.75
SGP,1982,4,4.0,1.0
SGP,1983,5,5.0,1.25
SGP,1984,6,6.0,1.5
SGP,1985,7,7.0,1.75
SGP,1986,8,8.0,2.0
SGP,1987,9,9.0,2.25
SGP,1988,10,10.0,2.5
SGP,1989,12,12.0,3.5
SGP,1990,14,14.0,4.5
SGP,1991,17,17.0,5.75
SGP,1992,20,20.0,7.0
SGP,1993,23,23.0,8.25
SGP,1994,26,26.0,9.5
SGP,1995,29,29.0,10.75
SGP,1996,33,33.0,12.75
SGP,1997,37,37.0,14.75
SGP,1998,41,41.0,16.75
SGP,1999,45,45.0,18.75
SGP,2000,49,49.0,20.75
SGP,2001,57,56.25,24.75
SGP,2002,66,63.75,29.0
SGP,2003,77,71.75,33.75
SGP,2004,89,80.0,38.75
SGP,2005,103,88.75,44.1875
SGP,2006,121,99.25,51.375
SGP,2007,143,113.0,60.3125
SGP,2008,166,127.75,69.5
SGP,2009,191,143.75,79.9375
SGP,2010,218,160.25,90.75
SGP,2011,254,185.75,104.3125
SGP,2012,290,211.25,118.375
SGP,2013,329,239.0,133.1875
SGP,2014,371,269.0,149.25
SGP,2015,414,300.0,165.8125
SGP,2016,457,331.0,182.375
SGP,2017,506,367.25,201.125
SGP,2018,563,410.0,224.375
SGP,2019,624,456.0,250.0625
SGP,2020,686,503.0,276.0
SGP,2021,756,558.0,305.6875
SGP,2022,836,621.5,339.1875
SGP,2023,917,686.0,373.1875
SGP,2024,1001,753.5,408.6875
SGP,2025,1085,821.0,444.1875
SGP,2026,1169,888.5,479.6875
SGP,2027,1253,956.0,515.1875
SGP,2028,1337,1023.5,550.6875
SGP,2029,1421,1091.0,586.1875
SGP,2030,1505,1158.5,621.6875
SLB,1971,1,0.25,0.1875
SLB,1972,2,0.5,0.375
SLB,1973,3,0.75,0.5625
SLB,1974,4,1.0,0.75
SLB,1975,5,1.25,0.9375
SLB,1976,6,1.5,1.125
SLB,1977,7,1.75,1.3125
SLB,1978,8,2.0,1.5
SLB,1979,9,2.25,1.6875
SLB,1980,10,2.5,1.875
SLB,1981,11,2.75,2.0625
SLB,1982,12,3.0,2.25
SLB,1983,13,3.25,2.4375
SLB,1984,14,3.5,2.625
SLB,1985,15,3.75,2.8125
SLB,1986,16,4.0,3.0
SLB,1987,17,4.25,3.1875
SLB,1988,18,4.5,3.375
SLB,1989,19,4.75,3.5625
SLB,1990,20,5.0,3.75
SLB,1991,21,5.25,3.9375
SLB,1992,22,5.5,4.125
SLB,1993,23,5.75,4.3125
SLB,1994,24,6.0,4.5
SLB,1995,25,6.25,4.6875
SLB,1996,26,6.5,4.875
SLB,1997,27,6.75,5.0625
SLB,1998,28,7.0,5.25
SLB,1999,29,7.25,5.4375
SLB,2000,30,7.5,5.625
SLB,2001,31,7.75,5.8125
SLB,2002,32,8.0,6.0
SLB,2003,34,8.5,6.4375
SLB,2004,36,9.0,6.875
SLB,2005,38,9.5,7.3125
SLB,2006,40,10.0,7.75
SLB,2007,43,11.5,8.4375
SLB,2008,46,13.0,9.125
SLB,2009,50,14.75,10.0625
SLB,2010,54,16.5,11.0
SLB,2011,58,18.25,11.9375
SLB,2012,62,20.0,12.875
SLB,2013,66,21.75,13.8125
SLB,2014,71,24.5,15.0
SLB,2015,75,26.25,15.9375
SLB,2016,80,29.0,17.875
SLB,2017,85,31.75,19.8125
SLB,2018,90,34.5,21.75
SLB,2019,95,37.25,23.6875
SLB,2020,101,40.25,25.8125
SLB,2021,109,45.25,28.4375
SLB,2022,116,49.25,30.8125
SLB,2023,123,53.25,33.1875
SLB,2024,130,57.25,35.5625
SLB,2025,137,61.25,37.9375
SLB,2026,144,65.25,40.3125
SLB,2027,151,69.25,42.6875
SLB,2028,158,73.25,45.0625
SLB,2029,165,77.25,47.4375
SLB,2030,172,81.25,49.8125
SLE,1971,1,0.25,0.1875
SLE,1972,2,0.5,0.375
SLE,1973,3,0.75,0.5625
SLE,1974,4,1.0,0.75
SLE,1975,5,1.25,0.9375
SLE,1976,6,1.5,1.125
SLE,1977,7,1.75,1.3125
SLE,1978,8,2.0,1.5
SLE,1979,9,2.25,1.6875
SLE,1980,10,2.5,1.875
SLE,1981,11,2.75,2.0625
SLE,1982,12,3.0,2.25
SLE,1983,13,3.25,2.4375
SLE,1984,14,3.5,2.625
SLE,1985,15,3.75,2.8125
SLE,1986,16,4.0,3.0
SLE,1987,17,4.25,3.1875
SLE,1988,18,4.5,3.375
SLE,1989,19,4.75,3.5625
SLE,1990,20,5.0,3.75
SLE,1991,21,5.25,3.9375
SLE,1992,22,5.5,4.125
SLE,1993,24,6.75,5.0625
SLE,1994,26,8.0,6.0
SLE,1995,28,9.25,6.9375
SLE,1996,30,10.5,7.875
SLE,1997,32,11.75,8.8125
SLE,1998,34,13.0,9.75
SLE,1999,36,14.25,10.6875
SLE,2000,39,16.5,12.375
SLE,2001,42,18.75,14.0625
SLE,2002,45,21.0,15.75
SLE,2003,48,23.25,17.4375
SLE,2004,51,25.5,19.125
SLE,2005,54,27.75,20.8125
SLE,2006,57,30.0,22.5
SLE,2007,60,32.25,24.1875
SLE,2008,63,34.5,25.875
SLE,2009,66,36.75,27.5625
SLE,2010,70,40.0,29.5
SLE,2011,74,43.25,31.4375
SLE,2012,78,46.5,33.375
SLE,2013,82,49.75,35.3125
SLE,2014,86,53.0,37.25
SLE,2015,90,56.25,39.1875
SLE,2016,94,59.5,41.125
SLE,2017,98,62.75,43.0625
SLE,2018,102,66.0,45.0
SLE,2019,108,69.75,47.375
SLE,2020,115,73.75,49.8125
SLE,2021,124,79.75,52.75
SLE,2022,132,84.75,55.4375
SLE,2023,140,89.75,58.125
SLE,2024,148,94.75,60.8125
SLE,2025,156,99.75,63.5
SLE,2026,164,104.75,66.1875
SLE,2027,172,109.75,68.875
SLE,2028,180,114.75,71.5625
SLE,2029,188,119.75,74.25
SLE,2030,196,124.75,76.9375
SLV,1996,1,1.0,0.25
SLV,1997,2,2.0,0.5
SLV,1998,3,3.0,0.75
SLV,1999,4,4.0,1.0
SLV,2000,5,5.0,1.25
SLV,2001,6,6.0,1.5
SLV,2002,8,8.0,2.5
SLV,2003,10,10.0,3.5
SLV,2004,12,12.0,4.5
SLV,2005,14,14.0,5.5
SLV,2006,17,16.25,6.75
SLV,2007,22,20.5,9.0
SLV,2008,27,24.75,11.25
SLV,2009,32,29.0,13.5
SLV,2010,39,35.25,17.0
SLV,2011,46,41.5,20.5
SLV,2012,58,52.0,25.6875
SLV,2013,71,63.5,31.875
SLV,2014,85,76.0,38.3125
SLV,2015,99,88.5,44.75
SLV,2016,113,101.0,51.1875
SLV,2017,129,115.5,58.625
SLV,2018,145,130.0,66.0625
SLV,2019,162,144.75,73.75
SLV,2020,179,159.5,81.4375
SLV,2021,199,177.25,90.625
SLV,2022,218,194.0,99.5625
SLV,2023,237,210.75,108.5
SLV,2024,256,227.5,117.4375
SLV,2025,275,244.25,126.375
SLV,2026,294,261.0,135.3125
SLV,2027,313,277.75,144.25
SLV,2028,332,294.5,153.1875
SLV,2029,351,311.25,162.125
SLV,2030,370,328.0,171.0625
SMR,2021,1,1.0,0.25
SMR,2022,2,2.0,0.5
SMR,2023,3,3.0,0.75
SMR,2024,4,4.0,1.0
SMR,2025,5,5.0,1.25
SMR,2026,6,6.0,1.5
SMR,2027,7,7.0,1.75
SMR,2028,8,8.0,2.0
SMR,2029,9,9.0,2.25
SMR,2030,10,10.0,2.5
SOM,1971,1,0.25,0.1875
SOM,1972,2,0.5,0.375
SOM,1973,3,0.75,0.5625
SOM,1974,4,1.0,0.75
SOM,1975,5,1.25,0.9375
SOM,1976,6,1.5,1.125
SOM,1977,7,1.75,1.3125
SOM,1978,8,2.0,1.5
SOM,1979,9,2.25,1.6875
SOM,1980,10,2.5,1.875
SOM,1981,11,2.75,2.0625
SOM,1982,12,3.0,2.25
SOM,1983,13,3.25,2.4375
SOM,1984,14,3.5,2.625
SOM,1985,15,3.75,2.8125
SOM,1986,16,4.0,3.0
SOM,1987,17,4.25,3.1875
SOM,1988,18,4.5,3.375
SOM,1989,19,4.75,3.5625
SOM,1990,20,5.0,3.75
SOM,1991,21,5.25,3.9375
SOM,1992,22,5.5,4.125
SOM,1993,23,5.75,4.3125
SOM,1994,24,6.0,4.5
SOM,1995,25,6.25,4.6875
SOM,1996,26,6.5,4.875
SOM,1997,27,6.75,5.0625
SOM,1998,28,7.0,5.25
SOM,1999,29,7.25,5.4375
SOM,2000,30,7.5,5.625
SOM,2001,31,7.75,5.8125
SOM,2002,32,8.0,6.0
SOM,2003,33,8.25,6.1875
SOM,2004,34,8.5,6.375
SOM,2005,35,8.75,6.5625
SOM,2006,36,9.0,6.75
SOM,2007,37,9.25,6.9375
SOM,2008,38,9.5,7.125
SOM,2009,39,9.75,7.3125
SOM,2010,40,10.0,7.5
SOM,2011,41,10.25,7.6875
SOM,2012,42,10.5,7.875
SOM,2013,43,10.75,8.0625
SOM,2014,44,11.0,8.25
SOM,2015,45,11.25,8.4375
SOM,2016,46,11.5,8.625
SOM,2017,47,11.75,8.8125
SOM,2018,48,12.0,9.0
SOM,2019,49,12.25,9.1875
SOM,2020,50,12.5,9.375
SOM,2021,53,14.75,10.0625
SOM,2022,55,16.0,10.5
SOM,2023,57,17.25,10.9375
SOM,2024,59,18.5,11.375
SOM,2025,61,19.75,11.8125
SOM,2026,63,21.0,12.25
SOM,2027,65,22.25,12.6875
SOM,2028,67,23.5,13.125
SOM,2029,69,24.75,13.5625
SOM,2030,71,26.0,14.0
SRB,2006,1,0.25,0.25
SRB,2007,3,0.75,0.75
SRB,2008,5,1.25,1.25
SRB,2009,9,3.75,3.25
SRB,2010,13,4.75,4.125
SRB,2011,18,6.75,5.25
SRB,2012,24,9.0,6.625
SRB,2013,35,16.25,9.75
SRB,2014,46,23.5,12.875
SRB,2015,58,31.0,16.25
SRB,2016,70,38.5,19.625
SRB,2017,82,46.0,23.0
SRB,2018,94,53.5,26.375
SRB,2019,106,61.0,29.75
SRB,2020,118,68.5,33.125
SRB,2021,133,78.25,37.1875
SRB,2022,147,87.0,41.0
SRB,2023,161,95.75,44.8125
SRB,2024,175,104.5,48.625
SRB,2025,189,113.25,52.4375
SRB,2026,203,122.0,56.25
SRB,2027,217,130.75,60.0625
SRB,2028,231,139.5,63.875
SRB,2029,245,148.25,67.6875
SRB,2030,259,157.0,71.5
SSD,1971,1,0.25,0.1875
SSD,1972,2,0.5,0.375
SSD,1973,3,0.75,0.5625
SSD,1974,4,1.0,0.75
SSD,1975,5,1.25,0.9375
SSD,1976,6,1.5,1.125
SSD,1977,7,1.75,1.3125
SSD,1978,8,2.0,1.5
SSD,1979,9,2.25,1.6875
SSD,1980,10,2.5,1.875
SSD,1981,11,2.75,2.0625
SSD,1982,12,3.0,2.25
SSD,1983,13,3.25,2.4375
SSD,1984,14,3.5,2.625
SSD,1985,15,3.75,2.8125
SSD,1986,16,4.0,3.0
SSD,1987,17,4.25,3.1875
SSD,1988,18,4.5,3.375
SSD,1989,19,4.75,3.5625
SSD,1990,20,5.0,3.75
SSD,1991,21,5.25,3.9375
SSD,1992,22,5.5,4.125
SSD,1993,23,5.75,4.3125
SSD,1994,24,6.0,4.5
SSD,1995,25,6.25,4.6875
SSD,1996,26,6.5,4.875
SSD,1997,27,6.75,5.0625
SSD,1998,28,7.0,5.25
SSD,1999,29,7.25,5.4375
SSD,2000,30,7.5,5.625
SSD,2001,31,7.75,5.8125
SSD,2002,32,8.0,6.0
SSD,2003,33,8.25,6.1875
SSD,2004,34,8.5,6.375
SSD,2005,35,8.75,6.5625
SSD,2006,36,9.0,6.75
SSD,2007,37,9.25,6.9375
SSD,2008,38,9.5,7.125
SSD,2009,39,9.75,7.3125
SSD,2010,40,10.0,7.5
SSD,2011,42,11.25,7.9375
SSD,2012,43,11.5,8.125
SSD,2013,44,11.75,8.3125
SSD,2014,45,12.0,8.5
SSD,2015,47,12.5,8.9375
SSD,2016,49,13.0,9.375
SSD,2017,51,13.5,9.8125
SSD,2018,53,14.0,10.25
SSD,2019,55,14.5,10.6875
SSD,2020,57,15.0,11.125
SSD,2021,61,17.5,12.0625
SSD,2022,64,19.0,12.75
SSD,2023,67,20.5,13.4375
SSD,2024,70,22.0,14.125
SSD,2025,73,23.5,14.8125
SSD,2026,76,25.0,15.5
SSD,2027,79,26.5,16.1875
SSD,2028,82,28.0,16.875
SSD,2029,85,29.5,17.5625
SSD,2030,88,31.0,18.25
STP,1971,1,0.25,0.1875
STP,1972,2,0.5,0.375
STP,1973,3,0.75,0.5625
STP,1974,4,1.0,0.75
STP,1975,5,1.25,0.9375
STP,1976,6,1.5,1.125
STP,1977,7,1.75,1.3125
STP,1978,8,2.0,1.5
STP,1979,9,2.25,1.6875
STP,1980,10,2.5,1.875
STP,1981,11,2.75,2.0625
STP,1982,12,3.0,2.25
STP,1983,13,3.25,2.4375
STP,1984,14,3.5,2.625
STP,1985,15,3.75,2.8125
STP,1986,16,4.0,3.0
STP,1987,17,4.25,3.1875
STP,1988,18,4.5,3.375
STP,1989,19,4.75,3.5625
STP,1990,20,5.0,3.75
STP,1991,21,5.25,3.9375
STP,1992,22,5.5,4.125
STP,1993,23,5.75,4.3125
STP,1994,24,6.0,4.5
STP,1995,25,6.25,4.6875
STP,1996,26,6.5,4.875
STP,1997,27,6.75,5.0625
STP,1998,28,7.0,5.25
STP,1999,29,7.25,5.4375
STP,2000,31,8.5,6.375
STP,2001,33,9.75,7.3125
STP,2002,35,11.0,8.25
STP,2003,37,12.25,9.1875
STP,2004,39,13.5,10.125
STP,2005,41,14.75,11.0625
STP,2006,43,16.0,12.0
STP,2007,45,17.25,12.9375
STP,2008,47,18.5,13.875
STP,2009,49,19.75,14.8125
STP,2010,51,21.0,15.75
STP,2011,53,22.25,16.6875
STP,2012,55,23.5,17.625
STP,2013,57,24.75,18.5625
STP,2014,59,26.0,19.5
STP,2015,61,27.25,20.4375
STP,2016,63,28.5,21.375
STP,2017,65,29.75,22.3125
STP,2018,67,31.0,23.25
STP,2019,71,32.75,24.625
STP,2020,75,34.5,26.0
STP,2021,81,38.25,27.875
STP,2022,86,41.0,29.5
STP,2023,91,43.75,31.125
STP,2024,96,46.5,32.75
STP,2025,101,49.25,34.375
STP,2026,106,52.0,36.0
STP,2027,111,54.75,37.625
STP,2028,116,57.5,39.25
STP,2029,121,60.25,40.875
STP,2030,126,63.0,42.5
SUR,1958,1,1.0,0.25
SUR,1994,2,1.25,0.4375
SUR,1995,3,1.5,0.625
SUR,1996,4,1.75,0.8125
SUR,1997,5,2.0,1.0
SUR,1998,6,2.25,1.1875
SUR,1999,7,2.5,1.375
SUR,2000,8,2.75,1.5625
SUR,2001,9,3.0,1.75
SUR,2002,10,3.25,1.9375
SUR,2003,11,3.5,2.125
SUR,2004,12,3.75,2.3125
SUR,2005,14,5.0,3.25
SUR,2006,16,6.25,4.1875
SUR,2007,18,7.5,5.125
SUR,2008,21,9.0,6.25
SUR,2009,24,10.5,7.375
SUR,2010,27,12.0,8.5
SUR,2011,30,13.5,9.625
SUR,2012,33,15.0,10.75
SUR,2013,39,18.0,13.0
SUR,2014,45,21.0,15.25
SUR,2015,51,24.0,17.5
SUR,2016,57,27.0,19.75
SUR,2017,63,30.0,22.0
SUR,2018,69,33.0,24.25
SUR,2019,76,36.25,26.75
SUR,2020,83,39.5,29.25
SUR,2021,92,44.75,32.25
SUR,2022,100,49.0,35.0
SUR,2023,108,53.25,37.75
SUR,2024,116,57.5,40.5
SUR,2025,124,61.75,43.25
SUR,2026,132,66.0,46.0
SUR,2027,140,70.25,48.75
SUR,2028,148,74.5,51.5
SUR,2029,156,78.75,54.25
SUR,2030,164,83.0,57.0
SVK,2004,2,2.0,1.0
SVK,2005,8,7.25,3.3125
SVK,2006,13,11.5,5.625
SVK,2007,25,22.75,9.6875
SVK,2008,38,35.0,14.75
SVK,2009,52,48.25,20.0625
SVK,2010,69,63.75,25.9375
SVK,2011,94,87.25,35.3125
SVK,2012,118,109.75,43.6875
SVK,2013,146,135.5,53.375
SVK,2014,182,169.25,65.3125
SVK,2015,223,208.0,79.25
SVK,2016,265,247.0,93.25
SVK,2017,311,289.35,109.5875
SVK,2018,357,330.95,125.4875
SVK,2019,405,374.55,142.6375
SVK,2020,456,420.4,160.4125
SVK,2021,519,475.25,180.6875
SVK,2022,584,533.6,202.33749999999998
SVK,2023,661,603.95,228.23749999999998
SVK,2024,742,677.55,255.0125
SVK,2025,823,751.15,281.78749999999997
SVK,2026,904,824.75,308.5625
SVK,2027,985,898.35,335.3375
SVK,2028,1066,971.9499999999999,362.11249999999995
SVK,2029,1147,1045.55,388.8875
SVK,2030,1228,1119.1499999999999,415.66249999999997
SVN,1997,1,1.0,0.75
SVN,1998,2,2.0,1.5
SVN,1999,3,3.0,2.25
SVN,2000,5,5.0,3.25
SVN,2001,7,7.0,4.25
SVN,2002,10,10.0,6.0
SVN,2003,13,13.0,7.75
SVN,2004,17,17.0,9.75
SVN,2005,22,21.25,11.8125
SVN,2006,28,26.5,14.625
SVN,2007,34,31.75,17.4375
SVN,2008,40,37.0,20.25
SVN,2009,46,42.25,23.0625
SVN,2010,53,47.75,25.9375
SVN,2011,60,53.25,28.8125
SVN,2012,68,59.75,32.4375
SVN,2013,78,67.5,36.375
SVN,2014,88,75.25,40.3125
SVN,2015,99,84.0,44.5
SVN,2016,111,93.75,49.4375
SVN,2017,125,105.5,55.125
SVN,2018,140,117.5,60.875
SVN,2019,155,129.5,66.625
SVN,2020,171,141.75,72.5
SVN,2021,196,160.75,80.3125
SVN,2022,223,183.25,89.0
SVN,2023,251,206.75,99.1875
SVN,2024,285,235.5,110.75
SVN,2025,319,264.25,122.3125
SVN,2026,353,293.0,133.875
SVN,2027,387,321.75,145.4375
SVN,2028,421,350.5,157.0
SVN,2029,455,379.25,168.5625
SVN,2030,489,408.0,180.125
SWE,1975,1,1.0,0.25
SWE,1990,2,2.0,1.0
SWE,1991,6,6.0,3.5
SWE,1992,13,13.0,6.75
SWE,1993,20,20.0,10.0
SWE,1994,28,28.0,14.0
SWE,1995,38,38.0,19.75
SWE,1996,47,47.0,24.5
SWE,1997,61,61.0,30.75
SWE,1998,77,77.0,38.5
SWE,1999,91,91.0,45.75
SWE,2000,108,108.0,53.75
SWE,2001,126,126.0,62.0
SWE,2002,148,148.0,71.75
SWE,2003,172,172.0,81.5
SWE,2004,195,195.0,91.5
SWE,2005,224,223.25,103.8125
SWE,2006,260,257.85,119.6375
SWE,2007,298,294.45,135.7125
SWE,2008,338,333.05,153.0375
SWE,2009,386,379.65,173.8625
SWE,2010,437,428.5,195.5
SWE,2011,494,483.35,219.3875
