future_id,iso_alpha_3,2022,2030,vulnerability_threshold,vulnerability_indicator,ndc_unconditional
id_MEX_24,MEX,787.6710940988988,910.960869558162,808.5321233904137,1,644.2
id_MEX_240,MEX,787.6710940988988,773.288810172363,808.5321233904137,0,644.2
id_MEX_241,MEX,787.6710940988988,804.5392712041438,808.5321233904137,0,644.2
id_MEX_242,MEX,787.6710940988988,768.5415990497721,808.5321233904137,0,644.2
id_MEX_243,MEX,787.6710940988988,790.9944103375307,808.5321233904137,0,644.2
id_MEX_244,MEX,787.6710940988988,827.8945541121029,808.5321233904137,1,644.2
id_MEX_245,MEX,787.6710940988988,797.4546666161672,808.5321233904137,0,644.2
id_MEX_246,MEX,787.6710940988988,721.1686804576838,808.5321233904137,0,644.2
id_MEX_247,MEX,787.6710940988988,800.2464777693506,808.5321233904137,0,644.2
id_MEX_248,MEX,787.6710940988988,753.178916800513,808.5321233904137,0,644.2
id_MEX_249,MEX,787.6710940988988,838.358494038404,808.5321233904137,1,644.2
id_MEX_25,MEX,787.6710940988988,869.5817729608978,808.5321233904137,1,644.2
id_MEX_250,MEX,787.6710940988988,891.2102544059587,808.5321233904137,1,644.2
id_MEX_251,MEX,787.6710940988988,789.324927070289,808.5321233904137,0,644.2
id_MEX_252,MEX,787.6710940988988,831.8207624836824,808.5321233904137,1,644.2
id_MEX_253,MEX,787.6710940988988,829.5318654569757,808.5321233904137,1,644.2
id_MEX_254,MEX,787.6710940988988,791.3421885416838,808.5321233904137,0,644.2
id_MEX_255,MEX,787.6710940988988,819.5880690162346,808.5321233904137,1,644.2
id_MEX_256,MEX,787.6710940988988,789.6823574316026,808.5321233904137,0,644.2
id_MEX_257,MEX,787.6710940988988,797.2451109524472,808.5321233904137,0,644.2
id_MEX_258,MEX,787.6710940988988,829.0676401772204,808.5321233904137,1,644.2
id_MEX_259,MEX,787.6710940988988,844.0117462600432,808.5321233904137,1,644.2
id_MEX_26,MEX,787.6710940988988,840.9026222664351,808.5321233904137,1,644.2
